latitude	longitude	REFERENCE	département	commune	INSEE	catégorie	designation	propriétaire	description	date protection	auteur(s)	siècle
47.5091	6.8003	PA00101673	25	Montbéliard	25388	château	Château	propriété de la commune	Mur d'enceinte de l'ensemble fortifié sur toute la périphérie de l'oppidum du château, depuis le sol, ou le niveau de l'assise supérieure du rocher ; façades et toitures de l'ensemble des bâtiments construits sur l'oppidum du château ; porterie ; tour Henriette du Châtel-Derrière, en totalité ; caves voûtées de l'ancienne chancellerie ; escalier en vis de la machine hydraulique de Schickardt ; pièce voûtée au sous-sol et puits dans la tour en éperon du Châtel-Derrière ; caves de la maison des courtisans et le plafond de la salle d'audience au rez-de-chaussée ; sol de la totalité de la terrasse de l'oppidum circonscrit par le mur d'enceinte avec les substructures et les vestiges archéologiques qu'il contient (cad. BW 98) : classement par arrêté du 18 juillet 1996	1996/07/18 : classé MH	SCHICKHARDT Henrich (architecte)	15e siècle ; 16e siècle ; 1er quart 17e siècle ; 18e siècle ; 19e siècle
47.50981	6.79184	PA00101784	25	Montbéliard	25388	édifice religieux	Eglise catholique Saint-Maimboeuf	Propriété de la commune	Eglise, y compris le soubassement, son escalier, la crypte et les boutiques qui y sont installées (cad. AL 162) : classement par arrêté du 2 septembre 1994	1994/09/02 : classé MH	FALLOT Jean Frédéric (architecte) ; PAINCHAUX Maximin (architecte) ; GUERINOT Antoine Gaétan (architecte)	2e moitié 19e siècle
47.511078	6.79878	PA00101754	25	Montbéliard	25388	ferme	Ferme de la Souaberie (ancienne)	Propriété de la commune	Façade et toiture du bâtiment (cad. BX 83) : inscription par arrêté du 7 juillet 1989	1989/07/07 : inscrit MH	SCHICKHARDT Henrich (architecte)	4e quart 16e siècle ; 1er quart 17e siècle
47.509251	6.794993	PA00101674	25	Montbéliard	25388	marché	Halles (anciennes)	Propriété de la commune	Halles (anciennes) (cad. BY 48) : classement par arrêté du 12 juin 1992	1992/06/12 : classé MH		16e siècle ; 1er quart 17e siècle
47.508826	6.797273	PA00101758	25	Montbéliard	25388	hôpital	Hôpital (ancien)	Propriété de la commune	Façades et toiture, galeries sur cour avec escaliers contenus, escalier reliant le rez-de-chaussée surélévé au grenier à l'angle Nord-Est du bâtiment sur la rue du Château ; façades et toitures de l'ancien bâtiment des bains sur la rue de la Schliffe (cad. BW 83) : inscription par arrêté du 7 juillet 1989	1989/07/07 : inscrit MH	CURIE George Davis (maître de l'oeuvre) ; FALLOT Jean Frédéric (architecte)	3e quart 18e siècle ; 3e quart 19e siècle
47.509916	6.797687	PA00101675	25	Montbéliard	25388	immeuble	Hôtel Beurnier-Rossel (ancien)	Propriété de la commune	Façade principale sur la place ; grand salon du premier étage avec son décor, son parquet et sa cheminée (cad. BX 99) : classement par arrêté du 11 décembre 1987 ; Couverture surmontant la façade sur la place ; facades et toitures sur la cour du corps de bâtiment principal et des deux ailes basses en retour d'équerre ; les trois pièces du rez-de-chaussée avec leurs lambris de hauteur, la cheminée du cabinet du rez-de-chaussée ; escalier avec sa rampe en fer forgé (cad. BX 99) : inscription par arrêté du 11 décembre 1987	1987/12/11 : classé MH ; 1987/12/11 : inscrit MH	LA GUEPIERE Pierre-Louis-Philippe de (maître de l'oeuvre)	3e quart 18e siècle
47.508239	6.799349	PA00101749	25	Montbéliard	25388	immeuble	Hôtel de Franquemont	Propriété d'une personne privée	Façades et toitures ; tour d'escalier ; puits dans l'angle Sud-Est de la cour ; cave de l'angle Sud-Est du corps principal, y compris les vestiges des remparts (cad. BW 151) : inscription par arrêté du 6 octobre 1989	1989/10/06 : inscrit MH		3e quart 16e siècle
47.508525	6.796374	PA00101676	25	Montbéliard	25388	immeuble	Hôtel de la Croix d'Or	Propriété d'une personne privée	Façades et toitures, l'escalier de la tour avec sa rampe en fer forgé ainsi que le plafond peint du grand salon au premier étage (cad. BY 63) : inscription par arrêté du 29 août 1977	1977/08/29 : inscrit MH		1ère moitié 17e siècle ; 18e siècle
47.510253	6.798229	PA00101677	25	Montbéliard	25388	mairie	Hôtel de ville	Propriété de la commune	Le bâtiment qui s'étend en façade sur la place Saint-Martin : inscription par arrêté du 2 février 1939	1939/02/02 : inscrit MH	LA GUEPIERE Pierre-Louis-Philippe de (maître de l'oeuvre)	4e quart 18e siècle
47.509389	6.794255	PA00101750	25	Montbéliard	25388	immeuble	Hôtel de voyageurs du Lion Rouge	propriété d'une société privée	Le corps de bâtiment sud en totalité (cad. BY 43) : inscription par arrêté du 25 octobre 2012	2012/10/25 : inscrit MH		1ère moitié 16e siècle
47.51023	6.795798	PA00101787	25	Montbéliard	25388	immeuble	Immeuble	Propriété d'une société privée	Façades, toiture et escalier intérieur (cad. BY 6) : inscription par arrêté du 27 janvier 1992	1992/01/27 : inscrit MH		1er quart 19e siècle
47.509463	6.798161	PA00101785	25	Montbéliard	25388	immeuble	Immeuble	Propriété d'une personne privée	Façade sur rue et versant de toiture (cad. BW 17) : inscription par arrêté du 27 janvier 1992	1992/01/27 : inscrit MH	WALTER Jean (architecte)	1er quart 20e siècle
47.510407	6.800744	PA00101786	25	Montbéliard	25388	immeuble	Immeuble dit Le Lion de Peugeot	Propriété d'une société privée	Façades sur rue et toitures (cad. BX 62) : inscription par arrêté du 27 janvier 1992	1992/01/27 : inscrit MH	WALTER Jean (architecte)	1er quart 20e siècle
47.508864	6.795122	PA00101770	25	Montbéliard	25388	immeuble	Maison	Propriété d'une société privée	Façade sur la place ; toiture (cad. BY 146) : inscription par arrêté du 2 mai 1990	1990/05/02 : inscrit MH		4e quart 16e siècle
47.509884	6.797049	PA00101759	25	Montbéliard	25388	immeuble	Maison	Propriété d'une personne privée	Façade donnant sur la place (cad. BX 119) : inscription par arrêté du 13 août 1989	1989/08/13 : inscrit MH		4e quart 16e siècle ; 1er quart 17e siècle
47.508996	6.792112	PA00101757	25	Montbéliard	25388	immeuble	Maison	propriété privée	La façade sur rue et la toiture (cad. BT 159) : inscription par arrêté du 6 octobre 1989	1989/10/06 : inscrit MH	SCHICKARDT Heinrich (maître de l'oeuvre)	1er quart 17e siècle
47.508997	6.791963	PA00101756	25	Montbéliard	25388	immeuble	Maison	Propriété d'une personne privée	Façade sur rue ; toiture (cad. BT 149) : inscription par arrêté du 7 juillet 1989	1989/07/07 : inscrit MH		1er quart 17e siècle
47.510294	6.796075	PA00101755	25	Montbéliard	25388	immeuble	Maison	Propriété d'une personne privée	Façades sur rue et sur cour ; tour d'escalier ; grand salon du premier étage avec son décor ; devanture de boutique ; toiture (cad. BX 206) : inscription par arrêté du 6 octobre 1989	1989/10/06 : inscrit MH		4e quart 16e siècle ; 1er quart 17e siècle
47.508871	6.795183	PA00101753	25	Montbéliard	25388	immeuble	Maison	Propriété d'une personne privée	Façade sur la place ; logette ; façade de la galerie sur le quai des Tanneurs ; toiture (cad. BY 147) : inscription par arrêté du 23 août 1989	1989/08/23 : inscrit MH		2e moitié 16e siècle ; 1er quart 17e siècle
47.510701	6.79615	PA00101752	25	Montbéliard	25388	immeuble	Maison	Propriété d'une personne privée	Façades Nord et Sud sur la rue et le passage, y compris la partie de la façade Sud cachée à l'intérieur de la galerie, mais à l'exception des façades de cette galerie et de l'aile en retour d'équerre ; passage voûté ; tour carrée d'escalier, y compris l'escalier en vis intérieur ; toiture (cad. BX 150, 159) : inscription par arrêté du 6 octobre 1989	1989/10/06 : inscrit MH		16e siècle
47.507989	6.796971	PA00101751	25	Montbéliard	25388	immeuble	Maison	Propriété d'une personne privée	Escalier et sa galerie ; plafond peint de la pièce Ouest, au premier étage sur cour (cad. BY 270) : inscription par arrêté du 12 janvier 1990	1990/01/12 : inscrit MH		1ère moitié 18e siècle
47.509779	6.797069	PA00101747	25	Montbéliard	25388	immeuble	Maison	Propriété d'une personne privée	Façades et couvertures de l'aile Sud (y compris la façade Sud donnant sur la cour du 27 rue des Febvres) ; tour d'escalier et aile de galerie Ouest ; garde-corps en fer forgé de la terrasse ; salons aux premier et deuxième étages de l'aile Sud avec leur décor (plafond, lambris d'appui ; niche du poêle ; vantaux de la porte) ; lambris d'appui et alcôve de la chambre contiguë au salon du deuxième étage de l'aile Sud (cad. BX 107) : inscription par arrêté du 23 août 1989	1989/08/23 : inscrit MH		1er quart 17e siècle
47.508634	6.796647	PA00101681	25	Montbéliard	25388	immeuble	Maison	propriété privée	La tour d'escalier sur la cour, y compris l'escalier à vis qu'elle renferme ; la façade attenante sur la cour, percée de fenêtres à meneaux (cad. BY 60) : classement par arrêté du 24 juillet 1986 - La porte sur la rue (cad. BY 60) : inscription par arrêté du 24 juillet 1986	1986/07/24 : classé MH ; 1986/07/24 : inscrit MH		4e quart 16e siècle ; 1er quart 17e siècle ; 2e quart 19e siècle
47.510385	6.797208	PA00101680	25	Montbéliard	25388	immeuble	Maison Morlot ou maison Forstner, dite des Princes, actuellement succursale de la Banque de France	propriété d'un établissement public	Les façades sur rue et sur cour, ainsi que l'escalier : classement par décret du 10 novembre 1921 - Les deux cheminées anciennes (avec leurs plaques de foyer) situées dans les chambres du deuxième étage : inscription par arrêté du 19 janvier 1925	1921/11/10 : classé MH ; 1925/01/19 : inscrit MH		4e quart 16e siècle ; 1er quart 17e siècle
47.511059	6.797691	PA00101678	25	Montbéliard	25388	immeuble	Maison Rossel	Propriété de la commune	Maison Rossel : inscription par arrêté du 25 avril 1932	1932/04/25 : inscrit MH		1er quart 18e siècle
47.509976	6.798008	PA00101679	25	Montbéliard	25388	immeuble	Maison mitoyenne à l'hôtel Beurnier-Rossel	Propriété d'une personne privée	Façade sur la place Saint-Martin et façade latérale sur la rue de l'Hôtel-de-Ville : inscription par arrêté du 13 février 1939	1939/02/13 : inscrit MH		1er quart 19e siècle
47.508077	6.794402	PA25000061	25	Montbéliard	25388	cabane	Pavillon de jardin, dit  loge 	propriété d'une personne privée	L'ensemble du pavillon de jardin avec ses décors (cad. BV 85) : inscription par arrêté du 27 février 2009	2009/02/27 : inscrit MH		4e quart 17e siècle
47.507388	6.797058	PA00101796	25	Montbéliard	25388	édifice religieux	Synagogue	Propriété d'une association	Synagogue (cad. BY 210) : inscription par arrêté du 1er septembre 1992	1992/09/01 : inscrit MH	SURLEAU Charles-Frédéric (architecte)	4e quart 19e siècle
47.50927	6.79169	PA00101683	25	Montbéliard	25388	édifice religieux	Temple Saint-Georges (ancien)	Propriété de la commune	Temple Saint-Georges (ancien) , avec son plafond, sa tribune et ses deux escaliers intérieurs (cad. AL 163) : inscription par arrêté du 2 octobre 1986	1986/10/02 : inscrit MH		3e quart 17e siècle ; 18e siècle
47.5102	6.79735	PA00101684	25	Montbéliard	25388	édifice religieux	Temple protestant Saint-Martin	propriété d'une association	Le temple (cad. D 711) : classement par arrêté du 1er avril 1963	1963/04/01 : classé MH		1er quart 17e siècle
47.510253	6.798229	PA00101788	25	Montbéliard	25388	théâtre	Théatre	Propriété de la commune	Vestibule ; salle de spectacle et son décor (cad. BX 165) : inscription par arrêté du 27 janvier 1992	1992/01/27 : inscrit MH	GOGUEL Auguste (maître de l'oeuvre) ; FLAMAND Théodore (maître de l'oeuvre)	3e quart 19e siècle
47.510025	6.792043	PA00101748	25	Montbéliard	25388	édifice religieux	Université luthérienne (ancienne)	Propriété d'une association	Façades et toitures de la partie subsistante de l'aile Nord (cad. AL 160) : inscription par arrêté du 6 octobre 1989	1989/10/06 : inscrit MH	SCHICKHARDT Henrich (architecte)	4e quart 16e siècle ; 1er quart 17e siècle
47.2462	6.0784	PA00101686	25	Montfaucon	25395	château	Château (ruines)	Propriété de la commune	Château (ruines) (cad. A 17) : inscription par arrêté du 7 décembre 1976	1976/12/07 : inscrit MH		11e siècle ; 12e siècle
47.2350577	6.0802858	PA25000063	25	Montfaucon	25395	édifice religieux	Eglise paroissiale	propriété de la commune	L'édifice religieux en totalité (cad. AB 45) : inscription par arrêté du 16 avril 2009	2009/04/16 : inscrit MH	Beuque Louis (architecte)	4e quart 18e siècle
47.1746389	5.9265833	PA00101687	25	Montferrand-le-Château	25397	château	Château (restes)	Propriété d'une personne privée	Château (restes) : inscription par arrêté du 8 juin 1926	1926/06/08 : inscrit MH		11e siècle ; 12e siècle
47.3511	6.9008	PA00101688	25	Montjoie-le-Château	25402	site archéologique	Château (ruines)	Propriété de la commune	Château (ruines) , y compris les substructures et les vestiges archéologiques, et chapelle (cad. B 9, 10, 18) : inscription par arrêté du 24 juillet 1985	1985/07/24 : inscrit MH		4e quart 12e siècle ; 13e siècle
47.04507	6.607406	PA00101689	25	Montlebon	25403	édifice religieux	Couvent des Minimes de la Seigne (ancien)	Propriété de la commune	Façades et toitures des bâtiments conventuels ; chapelle (actuellement édifice religieux paroissiale) (cad. AB 47 à 50) : inscription par arrêté du 30 octobre 1973	1973/10/30 : inscrit MH		4e quart 17e siècle
47.007564041764	6.6147733932012	PA00101797	25	Montlebon	25403	ferme	Ferme Cairey-Remonnay	Propriété d'une personne privée	Ferme Cairey-Remonnay, aux Cernonniers (cad. F 200) : inscription par arrêté du 23 juillet 1992	1992/07/23 : inscrit MH		2e quart 18e siècle
47.054854	6.598507	PA00101691	25	Morteau	25411	édifice religieux	Eglise	Propriété de la commune	Eglise : inscription par arrêté du 8 juin 1926	1926/06/08 : inscrit MH		15e siècle ; 16e siècle
47.056877	6.604212	PA00101692	25	Morteau	25411	mairie	Hôtel de ville	Propriété de la commune	Façade principale avec ses deux retours jusqu'à la corniche (cad. E 21) : inscription par arrêté du 8 juin 1978	1978/06/08 : inscrit MH		4e quart 16e siècle
47.055454	6.602998	PA25000076	25	Morteau	25411	immeuble	Immeuble	propriété privée	La cage d'escalier en totalité (cad. AA 492) : inscription par arrêté du 23 avril 2012	2012/04/23 : inscrit MH	Giletti Jean (entrepreneur)	1er quart 20e siècle
47.0542	6.6007	PA00101690	25	Morteau	25411	immeuble	Maison Cuche dite Château Pertusier, actuellement musée de l'Horlogerie du Haut-Doubs	Propriété de la commune	Maison (cad. AA 229) : classement par arrêté du 5 juillet 1993	1993/07/05 : classé MH		4e quart 16e siècle ; 19e siècle
46.71056	6.194362	PA25000064	25	Mouthe	25413	édifice religieux	Eglise paroissiale	propriété de la commune	L'édifice religieux paroissiale en totalité (cad. AC 95 ) : inscription par arrêté du 16 avril 2009	2009/04/16 : inscrit MH	Galezot Jean-Pierre (architecte)	2e quart 18e siècle
46.71	6.1929	PA00101771	25	Mouthe	25413	mairie	Hôtel de ville	Propriété de la commune	Façades et toitures ; cage d'escalier et escalier ; ancienne salle de tribunal (cad. AC 71) : inscription par arrêté du 21 juin 1990	1990/06/21 : inscrit MH	MARNOTTE Pierre (architecte)	2e moitié 19e siècle
47.03968088	6.27573067	PA25000003	25	Mouthier-Haute-Pierre	25415	édifice religieux	Ancien prieuré	propriété privée	Vestiges de l'édifice religieux ; cloître, ensemble des bâtiments des anciens quartiers des religieux et du prieur, y compris les décors ; sols et vestiges archéologiques qu'ils contiennent (cad. AB 302 à 308, 310 à 318) : inscription par arrêté du 14 octobre 1996	1996/10/14 : inscrit MH partiellement		16e siècle ; 18e siècle
47.0402	6.2755	PA00101694	25	Mouthier-Haute-Pierre	25415	édifice religieux	Eglise Saint-Laurent	propriété de la commune	Eglise : inscription par arrêté du 8 juin 1926	1926/06/08 : inscrit MH		14e siècle ; 16e siècle ; 17e siècle ; 18e siècle
47.02618317744	5.9424975510905	PA00101780	25	Myon	25416	édifice religieux	Eglise	Propriété de la commune	Eglise, y compris le parvis et l'emmarchement (cad. AB 57) : inscription par arrêté du 13 juin 1991	1991/06/13 : inscrit MH	PAINCHAUX Maximin (architecte)	2e quart 19e siècle
47.151415922213	6.0692527598003	PA00101671	25	Mérey-sous-Montrond	25375	édifice religieux	Eglise	Propriété de la commune	Eglise (cad. AB 55) : inscription par arrêté du 6 mars 1979	1979/03/06 : inscrit MH	MARTIN (maître de l'oeuvre)	2e quart 19e siècle
46.7746	6.3464	PA00101795	25	Métabief	25380	usine	Usine communale	propriété de la commune	Usine, y compris la retenue d'eau et le barrage avec ses vannes de décharge, le canal de fuite jusqu'à sa jonction avec le ruisseau du Bief-Rouge, le petit bâtiment situé de l'autre côté de la route (façades et toiture) , les installations et machines encore en place (cad. A 256 à 259) : inscription par arrêté du 17 juin 1992	1992/06/17 : inscrit MH		4e quart 19e siècle
47.4886	6.4163	PA00101762	25	Nans	25419	château	Château de Bournel (également sur communes de Cubry et Cubrial)	Propriété d'une personne privée	Potager (cad. ZA 92) : inscription par arrêté du 28 août 1989	1989/08/28 : inscrit MH		2e moitié 19e siècle
46.97068547	5.99620122	PA00101695	25	Nans-sous-Sainte-Anne	25420	usine	Ancienne taillanderie	propriété d'une personne privée	Ancienne taillanderie, avec ses installations mécaniques (cad. B 23, 25 à 28, 31) : classement par arrêté du 16 novembre 1984	1984/11/16 : classé MH		19e siècle
47.2731	5.8753	PA00101798	25	Noironte	25427	site archéologique	Château	Propriété d'une personne privée	Structures et vestiges archéologiques contenus dans le sol de la parcelle 22 ; ensemble des façades et toitures du corps de logis avec ses deux tours et des bâtiments de communs, y compris le pigeonnier ; dans le corps du logis : grand escalier ; au rez-de-chaussée, cheminée du vestibule ; au premier étage, cheminées du petit salon et de la chambre gothique dans l'aile est ; au deuxième étage, huit cheminées et trois alcôves des chambres (cad. D 21, 22) : inscription par arrêté du 17 juin 1992 ; Pièces du premier étage, avec leurs décors, de l'aile nord du château : salle à manger, bibliothèque, billard, grand salon blanc (cad. D 22) : classement par arrêté du 5 juillet 1993.	1992/06/17 : inscrit MH ; 1993/07/05 : classé MH		16e siècle ; 4e quart 18e siècle ; 1er quart 19e siècle
47.419028	6.2425	PA00101696	25	Ollans	25430	château	Château	propriété d'une société privée	Façades et toiture du bâtiment dit maison du gardien avec sa tour, à l'angle Sud du château ; serre, cour d'honneur ; façades et toitures des remises et du colombier de la basse-cour ; façades et toiture de l'orangerie ; rucher ; les deux statues de Diane et d'Apollon et la grotte à mosaïques, dans le jardin ; façades et toiture du corps de logis, ainsi que les parties suivantes à l'intérieur : escalier d'honneur avec sa rampe en fer forgé et son décor de peintures murales ; au rez-de-chaussée : chapelle avec son autel, son retable et sa voûte ornée, cuisine avec sa cheminée, bureau qui jouxte la cuisine à l'Ouest avec sa cheminée, son décor et la petite scène peinte sur la voûte, grand salon avec sa cheminée, ses lambris et ses quatre dessus-de-porte peints sur toile, pièce qui jouxte le salon à l'Ouest, dite billard, avec ses lambris et ses quatre dessus-de-porte peints sur toile, petit salon de la tour Sud-Ouest avec ses lambris et sa cheminée ; à l'étage : grande salle de bain avec sa douche, sa cheminée, ses reliefs et ses décors peints, pièce de la tour Sud-Ouest et celle qui la jouxte avec leur cheminée, leur parquet et leurs lambris, chambre à l'éxtrémité Ouest du corps central avec sa cheminée et ses lambris intégrant des médaillons à trophée sculpté (cad. C 2, 3, 4, 8, 11) : inscription par arrêté du 4 mars 1988	1988/03/04 : inscrit MH		3e quart 18e siècle ; 4e quart 19e siècle
47.106734	6.139233	PA25000060	25	Ornans	25434	immeuble	Atelier de Gustave Courbet	propriété du département	L'atelier en totalité (cad. AT 28) : inscription par arrêté du 24 juillet 2008	2008/07/24 : inscrit MH	Isabey Léon-Marie (architecte)	3e quart 19e siècle
47.106	6.1472	PA00101697	25	Ornans	25434	mairie	Bailliage (ancien)	Propriété de la commune	Façades et toitures, y compris les arcades du rez-de-chaussée ; les deux cellules et l'appartement des anciennes prisons de l'aile ouest avec les deux cheminées ; les trois cheminées en marbre à l'étage (cad. AE 83) : inscription par arrêté du 20 juillet 1979	1979/07/20 : inscrit MH		2e quart 18e siècle ; 4e quart 19e siècle
47.112293426879	6.1429542090045	PA00101698	25	Ornans	25434	édifice religieux	Chapelle Saint-Georges	Propriété de la commune	Chapelle Saint-Georges, ancienne chapelle du château (cad. B 978) : inscription par arrêté du 7 juin 1968	1968/06/07 : inscrit MH		1er quart 16e siècle
47.102969345171	6.1545138687943	PA00101699	25	Ornans	25434	édifice religieux	Couvent des Minimes, puis de la Visitation (ancien)	Propriété de la commune	La chapelle en totalité ; les galeries du cloître et l'escalier situé au Nord-Est du cloître (cad. AI 29, 52) : inscription par arrêté du 2 mars 1981	1981/03/02 : inscrit MH		1er quart 17e siècle ; 2e quart 18e siècle ; 3e quart 19e siècle
47.104021251667	6.1517274082289	PA25000018	25	Ornans	25434	usine	Distillerie Cusenier	propriété privée	Le logement patronal, y compris son décor immeuble par destination (cad. AH 41) : inscription par arrêté du 26 décembre 2000	2000/12/26 : inscrit MH	GORGEON Alphonse (peintre-verrier)	4e quart 19e siècle
47.105348	6.145031	PA00101700	25	Ornans	25434	édifice religieux	Eglise Saint-Laurent	Propriété de la commune	Eglise : classement par arrêté du 12 novembre 1931	1931/11/12 : classé MH		2e quart 16e siècle ; 17e siècle
47.107138190418	6.1429794491851	PA00101701	25	Ornans	25434	hôpital	Hôpital rural Saint-Louis		Façades et toitures ainsi que l'escalier intérieur du bâtiment principal du 18e siècle ; les deux portails d'entrée avec leurs grilles ; la chapelle (cad. K 105) : classement par arrêté du 21 novembre 1973	1973/11/21 : classé MH		1er quart 18e siècle
47.10578704	6.14611154	PA00101704	25	Ornans	25434	immeuble	Hôtel Sanderet de Valonne (ancien)	Propriété de la commune	Façade sur rue (y compris les grilles des fenêtres et la grille d'angle) : inscription par arrêté du 8 juin 1926	1926/06/08 : inscrit MH		4e quart 17e siècle
47.1057	6.1458	PA00101702	25	Ornans	25434	immeuble	Hôtel de Grospain	Propriété d'une personne privée	Escalier à vis en pierre situé à côté de l'actuel bureau de poste : inscription par arrêté du 19 juin 1939	1939/06/19 : inscrit MH		16e siècle
47.1069	6.1459	PA00101703	25	Ornans	25434	immeuble	Hôtel de Sagey d'Arros	Propriété d'une personne privée	Façade et toiture sur rue et sur cour ; escalier extérieur sur cour ; chambre Nord avec son décor ; cheminée de la cuisine et du salon au premier étage (cad. AE 110) : inscription par arrêté du 5 juillet 1979	1979/07/05 : inscrit MH		18e siècle
47.1071	6.1452	PA00101772	25	Ornans	25434	immeuble	Immeuble	Propriété d'une personne privée	Atelier de Gustave Courbet et toiture du corps de bâtiment qui l'intègre (cad. AE 114) : inscription par arrêté du 18 mai 1990	1990/05/18 : inscrit MH		1ère moitié 17e siècle
47.104675	6.14822	PA00101705	25	Ornans	25434	immeuble	Maison natale de Gustave Courbet	Propriété du département	Au rez-de-chaussée : la cuisine avec sa cheminée en pierre et l'ancien salon contigü avec son décor de lambris et sa cheminée en pierre, ainsi que la cheminée en marbre de la pièce à l'Est ; au premier étage : la chambre à l'angle Nord avec son décor de lambris et sa cheminée en marbre, ainsi que la cheminée en marbre des deux pièces à l'Est (cad. AD 15) : inscription par arrêté du 19 février 1982	1982/02/19 : inscrit MH		16e siècle ; 18e siècle
47.325366104953	6.5541345924721	PA25000057	25	Orve	25436	immeuble	Maison Beley	propriété d'une personne privée	La maison en totalité (cad. C 325) : inscription par arrêté du 19 septembre 2007	2007/09/19 : inscrit MH		2e moitié 16e siècle
47.3212763	6.2841336	PA25000073	25	Ougney-Douvot	25439	immeuble	Bâtiment 16e siècle de Ougney-le-Bas	propriété d'une personne privée	Le bâtiment 16e siècle en totalité (cad. B 401) : inscription par arrêté du 4 août 2011	2011/08/04 : inscrit MH		16e siècle
47.04453928	5.87849613	PA25000043	25	Paroy	25445	château	Château	propriété d'une personne privée	Le corps de logis et les communs, en totalité ; les deux portails avec leur grille en fer forgé (cad. B 171, 248) : inscription par arrêté du 7 octobre 2004	2004/10/07 : inscrit MH		2e moitié 18e siècle
47.1081	6.4169	PA00101706	25	Passonfontaine	25447	ferme	Ferme	Propriété d'une personne privée	Ferme (cad. AB 8) : classement par arrêté du 24 octobre 1988	1988/10/24 : classé MH		16e siècle ; 17e siècle ; 19e siècle
47.215	6.54	PA00101781	25	Pierrefontaine-les-Varans	25453	édifice religieux	Eglise	Propriété de la commune	Eglise (cad. F 193) : inscription par arrêté du 13 juin 1991	1991/06/13 : inscrit MH	CACHOT (maître de l'oeuvre)	4e quart 18e siècle
47.254370864481	5.8494492801256	PA00135332	25	Placey	25455	site archéologique	Enceinte	propriété de la commune	Enceinte (cad. B 216, 217) : inscription par arrêté du 18 septembre 1995	1995/09/18 : inscrit MH		moyen âge
47.19	6.6183	PA25000044	25	Plaimbois-du-Miroir	25456	usine	Scierie	propriété d'une personne privée	Le quai de chargement et la voie de chemin de fer ; le bâtiment de la scierie et l'ensemble des installations, mécanismes et machines immeubles par nature qu'il contient ; le bâtiment du hangar de séchage ; le canal sous les deux bâtiments (cad. B 197) : inscription par arrêté du 3 août 2004	2004/08/03 : inscrit MH		4e quart 19e siècle
46.8414	6.2822	PA00101773	25	Planée (La)	25459	croix	Croix en pierre 1604	Propriété de la commune	Croix en pierre 1604, au carrefour central (cad. NON CADASTRE ; DOMAINE PUBLIC ; Au droit de la parcelle ZH 100) : classement par arrêté du 31 août 1992	1992/08/31 : classé MH		1er quart 17e siècle
46.9038	6.3545	PA00101707	25	Pontarlier	25462	édifice religieux	Chapelle des Annonciades (ancienne)	Propriété de la commune	Le portail : classement par arrêté du 15 novembre 1913 ; La chapelle, à l'exception du portail classé : inscription par arrêté du 9 septembre 1936	1913/11/15 : classé MH ; 1936/09/09 : inscrit MH		1er quart 17e siècle
46.9024	6.3566	PA00101708	25	Pontarlier	25462	immeuble	Construction projetée au 18e siècle en avant de l'édifice religieux Saint-Bénigne	Propriété de la commune	Façade isolée, seule partie achevée formant le fond de la place Saint-Bénigne (cad. F) : inscription par arrêté du 14 février 1961	1961/02/14 : inscrit MH		2e quart 18e siècle
46.8891	6.3633	PA25000037	25	Pontarlier	25462	immeuble	Demeure de Sandon	propriété privée	Les vestiges de l'établissement hydraulique et le vivier ; la chapelle, la maison 18e siècle, la ferme, la villa 1910 et son garage-écurie, en totalité, y compris les décors ; les façades et toitures du pavillon du gardien (cad. BP 32, 37 à 40) : inscription par arrêté du 20 novembre 2003	2003/11/20 : inscrit MH		17e siècle ; 18e siècle ; 1er quart 20e siècle
46.90194	6.35639	PA00101709	25	Pontarlier	25462	édifice religieux	Eglise Saint-Bénigne	Propriété de la commune	Eglise Saint-Bénigne (cad. F 517) : inscription par arrêté du 19 mai 1970	1970/05/19 : inscrit MH		15e siècle ; 16e siècle ; 17e siècle
46.9043	6.353	PA00101713	25	Pontarlier	25462	immeuble	Immeuble	Propriété d'une personne privée	Porte (y compris ses vantaux) (cad. F 636) : inscription par arrêté du 8 avril 1971	1971/04/08 : inscrit MH		4e quart 17e siècle
46.9043	6.3534	PA00101712	25	Pontarlier	25462	immeuble	Immeuble	Propriété d'une personne privée	Façades et toitures ainsi que les six pièces avec décor au rez-de-chaussée et au premier étage (cad. AC 19) : inscription par arrêté du 9 novembre 1984	1984/11/09 : inscrit MH		2e quart 17e siècle ; 18e siècle ; 19e siècle
46.9021	6.358	PA00101711	25	Pontarlier	25462	immeuble	Immeuble	Propriété d'une personne privée	Escalier extérieur situé dans la cour (cad. F 518) : inscription par arrêté du 10 mars 1971	1971/03/10 : inscrit MH		18e siècle
46.9029	6.3553	PA00101710	25	Pontarlier	25462	immeuble	Immeuble	Propriété d'une personne privée	La porte avec son archivolte (cad. F 546) : inscription par arrêté du 23 septembre 1971	1971/09/23 : inscrit MH		4e quart 16e siècle
46.9046	6.3526	PA00101714	25	Pontarlier	25462	porte	Porte Saint-Pierre	Propriété de la commune	Porte Saint-Pierre (cad. NON CADASTRE) : inscription par arrêté du 21 mai 1970	1970/05/21 : inscrit MH	MICHAUD D'ARCON LE (maître de l'oeuvre)	3e quart 18e siècle ; 4e quart 19e siècle
47.1024	5.8831	PA00101782	25	Quingey	25475	château	Château	propriété privée	La façade et la toiture de la tour ; la pièce avec le four banal (cad. AE 47, 186) : inscription par arrêté du 8 novembre 1991	1991/11/08 : inscrit MH		13e siècle ; 15e siècle
